sound_id,valence,arousal,category,description
726,7.04,4.84,Daily Routine Sound,CorkPour
728,4.4583333329999997,4.5416666670000003,Daily Routine Sound,Paper1
729,4.1666666670000003,5.5833333329999997,Daily Routine Sound,Paper2
730,3.6818181820000002,6.3636363640000004,Daily Routine Sound,GlassBreak
732,2.96,6.6,Breaking Sound,Crash5
802,6.2272727269999999,6.1363636359999996,People,NativeSong
808,7.1666666670000003,7,Music,Bugle
809,7.3333333329999997,4.9583333329999997,Music,Harp2
810,7.8333333329999997,6,Music,Beethoven
811,7.8636363640000004,5.7727272730000001,Music,Bach
812,6,4.5,People,Choir
813,6.3181818180000002,5.1818181819999998,Music,Wedding
815,7.3181818180000002,8,Music,RockNRoll
816,7.125,5.2916666670000003,Music,Guitar2
817,6.9583333329999997,7.625,Music,Bongos
820,6.875,6.5,Music,FunkMusic2
826,7.1363636359999996,5.7272727269999999,Music,BagPipes
910,3,5.8636363640000004,Daily Routine Sound,Electricity
